"string";"# total labels";"total labels";"# unique labels";"unique labels"
"corticalnerve cell, neuronfinish, acculturation, refinement, cultivation, culture, civilization, polish, civilisationembryonal, embryologic, embryonic, embryoticrush, get, make, induce, have, bring on, hasten, cause, stimulate, induct";"8";"acculturation, cell, cell, culture, embryonic, make, polish, cell";"8";"acculturation, cell, cell, culture, embryonic, make, polish, cell"
"saying, look, verbal expression, reflexion, facial expression, face, grammatical construction, construction, formulation, verbalism, aspect, manifestation, formula, locution, expression, reflectioncentral, fundamental, exchange, primal, cardinal, key, telephone exchangedevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growingenvision, figure, flesh, soma, frame, number, fancy, shape, design, work out, count on, visualize, calculate, pattern, physique, forecast, visualise, fig, human body, image, build, physical body, picture, digit, form, reckon, anatomy, chassis, estimate, public figure, cypher, compute, name, material body, see, figure of speech, project, cipher, enter, bod, trope";"38";"human, maturation, name, number, pattern, digit, aspect, shape, material, body, body, body, build, form, face, count, design, telephone, image, digit, work, estimate, evolution, expression, expression, expression, fig, frame, growth, key, picture, physical, project, public, see, speech, verbal, growth";"34";"human, maturation, name, number, pattern, digit, aspect, shape, material, body, build, form, face, count, design, telephone, image, digit, work, estimate, evolution, expression, fig, frame, growth, key, picture, physical, project, public, see, speech, verbal, growth"
"taucc, two hundred, 200set up, gather, foregather, tack together, tack, forgather, put together, assemble, meet, piece, get togethergathering, assembly, forum, meeting place, fabrication, assemblagestreak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockelectron, negatronextent";"22";"assembly, assembly, automatic, block, block, block, block, block, block, block, block, community, legal, legal, meeting, off, place, put, stop, together, together, two";"16";"assembly, assembly, automatic, block, block, block, block, community, legal, meeting, off, place, put, stop, together, two"
"control, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancytagged, pronounce, mark, labeled, tag, labelled, judge, labelstreak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockcorticaldeviation, difference of opinion, divergence, departure, difference, remainder, conflict, disputeextent";"31";"automatic, condition, block, block, block, block, block, block, block, block, check, community, contain, control, control, departure, difference, difference, hold, hold, labeled, legal, legal, line, mark, moderate, off, see, see, stop, to";"22";"automatic, condition, block, block, block, block, check, community, contain, control, departure, difference, hold, labeled, legal, line, mark, moderate, off, see, stop, to"
"reassembly, refabricationcellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubicleclustering, bunch up, bundle, cluster, constellate, flock, clump, bunchmicrotubulemicrotubuleremotion, removaladdition, accession, increase, improver, plus, gain, add-on, summationstreak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, block";"37";"accession, add, cell, cell, cell, cell, automatic, block, block, block, block, block, block, block, block, block, block, block, block, increase, cell, cell, cell, cell, cluster, community, telephone, gain, legal, legal, mobile, off, stop, cell, cell, cell, cell";"19";"accession, add, cell, automatic, block, block, block, block, increase, cell, cluster, community, telephone, gain, legal, mobile, off, stop, cell"
"division, subdivision, incision, surgical incision, section, part, department, segment, plane section, discussion sectionbrass, memorial tablet, plaquearena, field, domain, surface area, area, country, region, orbit, expanse, sphereblack eye, computer mouse, shiner, mousecalendar month, monthcount, phone number, figure, telephone number, come, act, list, number, enumerate, turn, add up, keep down, routine, identification number, numeral, bit, total, issue, amount, numeratebrass, memorial tablet, plaque";"41";"add, division, number, number, number, number, domain, country, part, area, area, eye, orbit, bit, telephone number, list, region, computer, section, section, department, telephone, discussion, division, surgical incision, field, section, section, surface, identification, plane, month, mouse, plaque, issue, routine, section, section, segment, subdivision, total";"34";"add, division, number, domain, country, part, area, eye, orbit, bit, telephone number, list, region, computer, section, department, telephone, discussion, division, surgical incision, field, section, surface, identification, plane, month, mouse, plaque, issue, routine, section, segment, subdivision, total"
"cerebellarsenile, gaga, doddering, dodderybrass, memorial tablet, plaquenew wave, vanguard, avant-garde, van, caravanante meridiem, a.m.accrual, aggregation, collection, accruement, accretion, accumulation, assemblage";"3";"accrual, aggregation, collection";"3";"accrual, aggregation, collection"
"reiterate, repeat, reprize, recur, replicate, double, reprise, echo, take over, duplicate, ingeminate, retell, reduplicate, restate, iterate, repetition, recapitulatetauarena, domain, land, sphere, area, orbit, field, domain of a function, demesne, knowledge domain, world, knowledge baseeitherdeuce-ace, trio, triplet, tercet, tierce, troika, three, trey, 3, ternion, trine, ternary, triad, threesome, leash, iii, trinity, terzettointroductory, canonic, canonical, staple, basiccontrol, incorporate, moderate, turn back, hold back, stop, bear, arrest, hold in, curb, take, contain, carry, hold, check, comprise";"29";"domain, domain, domain, area, arrest, back, back, orbit, check, contain, double, double, double, field, function, hold, hold, hold, moderate, over, repeat, replicate, sphere, stop, take, take, three, trinity, world";"23";"domain, area, arrest, back, orbit, check, contain, double, double, double, field, function, hold, moderate, over, repeat, replicate, sphere, stop, take, three, trinity, world"
"cellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubicledetailed, elaborate, detail, elaboratedunloosen, liberal, gratuitous, unloose, relieve, dislodge, unblock, free people, rid, destitute, disembarrass, innocent, exempt, costless, gratis, loose, free, barren, spare, resign, discharge, give up, relinquish, devoid, absolve, disengage, unfreeze, release, detached, complimentary, liberate, justifymitochondrion, chondriosomenuclear, atomiccenter, centre, stomate, pore, focus, concentrate, stoma, rivet";"24";"cell, cell, cell, cell, cell, cell, cell, cell, cellular telephone, concentrate, telephone, discharge, discharge, focus, give, mobile, people, pore, release, stoma, cell, cell, cell, cell";"15";"cell, cell, cellular telephone, concentrate, telephone, discharge, discharge, focus, give, mobile, people, pore, release, stoma, cell"
"pebibyte, pb, pib, petabyteleftfield, depart, pass on, give, bequeath, result, leave behind, odd, forget, will, left field, lead, provide, left wing, left over, exit, impart, remaining, left hand, unexpended, leftover, entrust, left-hand, leave alone, allow for, go forth, get out, leave, allow, go away, left, go out, pull up stakesenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropekeeping, retentiveness, holding, memory, retentivity, retentionright, ripe, rectify, powerful, the right way, mighty, proper, right field, rightfield, decent, compensate, in good order, correctly, right wing, justly, good, aright, right on, mightily, decently, right hand, rightfulness, flop, correct, right-hand, redress, properly, veracioussuperlative, exceed, transcend, circus tent, crown, height, pass, whirligig, top out, lead, top, tip, overstep, top of the inning, top off, teetotum, crest, meridian, spinning top, elevation, round top, peak, pinnacle, acme, go past, clear, cover, upper side, summit, upside, top side, pinch, big top, tiptoprear end, butt, underside, seat, stern, keister, fathom, prat, bottom, tail, buns, tush, rump, tail end, merchant ship, fanny, ass, behind, tooshie, posterior, hindquarters, bum, nates, penetrate, undersurface, bottom of the inning, rear, merchantman, hind end, arse, buttocks, backside, derriere, bed, bottomland, freighter, can, fundamentcolumn, pillar, newspaper column, chromatography column, editorial, tower";"90";"bed, order, bottom, bottom, can, chromatography, column, column, column, column, crown, correct, cover, crest, crown, image, image, double, double, double, range, range, elevation, end, end, end, field, field, hand, hand, hand, hand, for, function, give, good, good, height, hind, lead, lead, left, left, left, left, left, left, memory, meridian, picture, off, order, order, order, over, pass, pass, past, peak, posterior, project, provide, remaining, right, right, right, right, right, right, round, see, side, side, side, side, speech, tail, tail, tip, top, top, top, top, top, top, top, top, tower, upper, memory";"56";"bed, order, bottom, can, chromatography, column, column, crown, correct, cover, crest, crown, image, double, double, double, range, elevation, end, field, hand, for, function, give, good, height, hind, lead, left, memory, meridian, picture, off, order, order, order, over, pass, past, peak, posterior, project, provide, remaining, right, round, see, side, side, speech, tail, tip, top, tower, upper, memory"
"amyloid, amyloidal, starchlike, farinaceous, amylaceouscontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancydeviation, difference of opinion, divergence, departure, difference, remainder, conflict, disputeriddle, permeate, diffused, distribute, disseminate, interpenetrate, soft, circularise, fan out, broadcast, circularize, spread, pervade, disperse, spread out, penetrate, circulate, propagate, diffuse, pass around, imbuetwisting, torture, distorted shape, aberration, optical aberration, distortion, straining, deformation, overrefinementextenttagged, pronounce, mark, labeled, tag, labelled, judge, labelblack eye, computer mouse, shiner, mouseblack eye, computer mouse, shiner, mouse";"31";"shape, eye, eye, condition, check, computer, computer, contain, control, departure, difference, difference, diffuse, disseminate, distortion, hold, hold, labeled, line, mark, moderate, mouse, mouse, mouse, pass, see, see, spread, spread, soft, to";"23";"shape, eye, condition, check, computer, contain, control, departure, difference, diffuse, disseminate, distortion, hold, labeled, line, mark, moderate, mouse, pass, see, spread, soft, to"
"streak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockcharacteristic, device characteristic, featurecompact, covenant, powder compact, succinct, compact car, thickset, wad, compress, bundle, heavyset, stocky, summary, contract, pack together, press, constrict, squeeze, compendious, thick, concordat, packcontrol, incorporate, moderate, turn back, hold back, stop, bear, arrest, hold in, curb, take, contain, carry, hold, check, compriseenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, trope";"58";"summary, characteristic, arrest, device, automatic, back, back, block, block, block, block, block, block, block, block, check, community, contain, contract, image, image, image, image, double, double, double, double, double, double, range, range, range, range, function, function, hold, hold, hold, legal, legal, moderate, picture, picture, off, pack, powder, project, project, see, see, speech, speech, stop, stop, streak, take, thick, together";"35";"summary, characteristic, arrest, device, automatic, back, block, block, block, block, check, community, contain, contract, image, double, double, double, range, function, hold, legal, moderate, picture, off, pack, powder, project, see, speech, stop, streak, take, thick, together"
"brass, memorial tablet, plaquesenile, gaga, doddering, dodderycerebellarnew wave, vanguard, avant-garde, van, caravan";"0";"";"0";""
"cerebral, intellectualcognitivelens cortex, pallium, cerebral cortex, cortex, cerebral mantlediscover, discovered, take note, respect, follow, watch over, find, detect, keep an eye on, note, abide by, notice, honour, watch, mention, observe, celebrate, observed, remark, keep, ascertained, maintain, honorparietalpreferent, positron emission tomography, ducky, pet, favored, deary, favorite, preferred, favourite, dearie, darling, best-lovedglance over, scan, run down, read, rake, skim, cat scansymptom";"18";"cerebral cortex, eye, best, scan, positron emission tomography, cat, emission, follow, note, note, observed, over, over, positron, read, run, take, tomography";"16";"cerebral cortex, eye, best, scan, positron emission tomography, cat, emission, follow, note, observed, over, positron, read, run, take, tomography"
"";"0";"";"0";""
"leftfield, depart, pass on, give, bequeath, result, leave behind, odd, forget, will, left field, lead, provide, left wing, left over, exit, impart, remaining, left hand, unexpended, leftover, entrust, left-hand, leave alone, allow for, go forth, get out, leave, allow, go away, left, go out, pull up stakeskeeping, retentiveness, holding, memory, retentivity, retentionrear end, butt, underside, seat, stern, keister, fathom, prat, bottom, tail, buns, tush, rump, tail end, merchant ship, fanny, ass, behind, tooshie, posterior, hindquarters, bum, nates, penetrate, undersurface, bottom of the inning, rear, merchantman, hind end, arse, buttocks, backside, derriere, bed, bottomland, freighter, can, fundamentlevelheaded, sound, salubrious, level-headed, good for you, healthy, hefty, tidy, respectable, sizeable, goodly, goodish, intelligent, sizableenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropediscover, discovered, take note, respect, follow, watch over, find, detect, keep an eye on, note, abide by, notice, honour, watch, mention, observe, celebrate, observed, remark, keep, ascertained, maintain, honorpebibyte, pb, pib, petabyte";"52";"bed, eye, bottom, bottom, can, image, image, double, double, double, range, range, end, end, end, field, hand, hand, follow, for, for, function, give, good, hind, lead, left, left, left, left, left, left, level, memory, picture, note, note, observed, over, over, pass, posterior, project, provide, remaining, see, sound, speech, tail, tail, take, memory";"37";"bed, eye, bottom, can, image, double, double, double, range, end, field, hand, follow, for, function, give, good, hind, lead, left, level, memory, picture, note, observed, over, pass, posterior, project, provide, remaining, see, sound, speech, tail, take, memory"
"body, organic structure, dead body, soundbox, consistency, eubstance, physical structure, personify, trunk, torso, consistencebrowned, brown, robert brown, john brown, embrown, chocolate-brown, brownness, brownish, brown university, dark-browncomplex body part, social organisation, body structure, anatomical structure, construction, social structure, bodily structure, social organization, structure, social systemactinantibodypointer, arrowcortical";"30";"body part, part, body, body, body, body, brown, brown, brown, brown, brown, chocolate, consistency, trunk, organic, organization, physical, social, social, social, social, structure, structure, structure, structure, structure, structure, structure, trunk, university";"14";"body part, part, body, brown, chocolate, consistency, trunk, organic, organization, physical, social, structure, trunk, university"
"brass, memorial tablet, plaquesenile, gaga, doddering, dodderycerebellarnew wave, vanguard, avant-garde, van, caravan";"0";"";"0";""
"cellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclecos, co, colorado, atomic number 27, cos lettuce, cobalt, centennial state, cosine, carbon monoxide gas, carbon monoxide, romaine, romaine lettuce, conscientious objectordata point, information, data, datummarcel";"30";"data, number, cell, cell, cell, cell, carbon, carbon, carbon monoxide, carbon monoxide, cell, cell, cell, cell, cellular telephone, state, cobalt, colorado, information, telephone, gas, lettuce, lettuce, mobile, point, state, cell, cell, cell, cell";"18";"data, number, cell, carbon, carbon monoxide, cell, cellular telephone, state, cobalt, colorado, information, telephone, gas, lettuce, mobile, point, state, cell"
"cellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclemitochondrion, chondriosomeget rid of, abolishmicrotubulepolarity, mutual opposition, signplow, handle, deal, process, care for, address, cover, tempered, regale, treat, do by, hardened, treated, toughened";"25";"address, address, cell, cell, cell, cell, process, care, cell, cell, cell, cell, cellular telephone, cover, telephone, do, for, handle, mobile, mutual, treat, cell, cell, cell, cell";"16";"address, address, cell, process, care, cell, cellular telephone, cover, telephone, do, for, handle, mobile, mutual, treat, cell"
"hooter, motor horn, trump, saddle horn, car horn, horn, automobile horn, tusk, french horn, trumpet, cornettemporal, temporal role, secular, worldlyenlargement, magnification, elaboration, blowup, expansionlong time, historic period, geezerhood, get on, age, eld, years, old age, mature, senesce, maturatewrite up, business relationship, account, describe, calculate, chronicle, explanation, bill, story, news report, score, invoice, report, accounting, account statement, answer for, history";"21";"relationship, report, report, age, age, answer, period, score, time, explanation, statement, for, french, history, invoice, motor, news, old, role, story, temporal";"19";"relationship, report, age, answer, period, score, time, explanation, statement, for, french, history, invoice, motor, news, old, role, story, temporal"
"cognitivecome along, seem, come out, look, appeararena, field, domain, surface area, area, country, region, orbit, expanse, spheremutual, uncouth, coarse, plebeian, unwashed, vulgar, park, commons, vernacular, green, common, rough-cut, usualimputable, ascribable, due, referablestyle, panache, flare, dash, genius, elan, flair";"15";"domain, country, area, area, orbit, coarse, common, region, cut, due, field, flare, green, surface, park";"14";"domain, country, area, orbit, coarse, common, region, cut, due, field, flare, green, surface, park"
"mutual, uncouth, coarse, plebeian, unwashed, vulgar, park, commons, vernacular, green, common, rough-cut, usualduct, canal, channel, epithelial ductphysical body, general anatomy, form, figure, flesh, soma, physique, frame, material body, anatomy, shape, chassis, build, human body, bodgall, bilehieronymus bosch, jerom bos, bosch";"18";"human, shape, material, body, body, body, build, canal, form, channel, coarse, common, cut, epithelial, frame, green, mutual, park";"16";"human, shape, material, body, build, canal, form, channel, coarse, common, cut, epithelial, frame, green, mutual, park"
"l, 50, fifty";"0";"";"0";""
"body, organic structure, dead body, soundbox, consistency, eubstance, physical structure, personify, trunk, torso, consistenceapicalblue-blooded, naughty, blue air, drab, juicy, bluish, down, gentle, blueing, risque, blue, bluing, disconsolate, blasphemous, grim, aristocratic, aristocratical, blueness, amytal, sorry, blue sky, puritanical, low, blue devil, dispirited, amobarbital sodium, patrician, wild blue yonder, dreary, gamy, downhearted, gloomy, dismal, low-spirited, spicy, blueish, blue angel, down in the mouth, dark, drear, puritanic, profane, depressed, downcast, racy, dingy, gameybottleful, nursing bottle, feeding bottle, bottlerestrict, throttle, delimited, take a hop, bounded, spring, rebound, bound, bounce, reverberate, jump, trammel, leap, recoil, restrain, ricochet, resile, limit, confine, bordercalliphora, genus calliphoracellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubicleearly on, early, other, ahead of time, betimes, too soon, former";"46";"nursing, air, amobarbital, amobarbital sodium, cell, cell, cell, cell, bottle, bottle, time, blue, blue, blue, blue, blue, blue, body, body, bound, cell, cell, cell, cell, consistency, telephone, trunk, early, feeding, genus, low, low, mobile, organic, other, physical, sodium, spring, structure, structure, take, trunk, cell, cell, cell, cell";"28";"nursing, air, amobarbital, amobarbital sodium, cell, bottle, time, blue, body, bound, cell, consistency, telephone, trunk, early, feeding, genus, low, mobile, organic, other, physical, sodium, spring, structure, take, trunk, cell"
"portal site, vena portae, portal vein, portal, hepatic portal veinpoint of reference, acknowledgment, reference, mention, reference book, citation, character, reference work, source, credit, book of facts, consultation, extension, address, denotation, reference point, computer address, cite, character reference, quotationgrown, pornographic, full-grown, big, adult, grownup, fully grownartery, arteria, arterial blood vesselgall, bilebiopsy";"33";"book, book, address, address, address, address, adult, character, character, vein, arterial blood, blood, reference, reference, reference, reference, reference, reference, citation, computer, consultation, source, work, full, hepatic, point, portal, portal, portal, portal, portal vein, site, reference point";"21";"book, address, address, adult, character, vein, arterial blood, blood, reference, citation, computer, consultation, source, work, full, hepatic, point, portal, portal vein, site, reference point"
"realm, region, part, neighborhood, areabilaterally symmetric, two-sided, bilaterally symmetrical, bilateral, isobilateralalso, as well, too, besides, likewisefemale person, distaff, femalelevelheaded, sound, salubrious, level-headed, good for you, healthy, hefty, tidy, respectable, sizeable, goodly, goodish, intelligent, sizableoccipitalparietalaffected role, patient, patient roleaffected role, patient, patient role";"19";"person, part, as, bilateral, patient, patient, patient, patient, region, for, good, level, neighborhood, role, role, role, sound, two, well";"14";"person, part, as, bilateral, patient, region, for, good, level, neighborhood, role, sound, two, well"
"ceiling, crest, cap, crown, detonator, roof, jacket, chapiter, capital, pileus, crownwork, detonating device, hood, jacket crownfrontlet, frontal, facade, frontage, head-onoccipitalparietalaffected role, patient, patient rolebody, organic structure, dead body, soundbox, consistency, eubstance, physical structure, personify, trunk, torso, consistenceconfirmed, affirm, substantiate, support, confirm, reassert, corroborate, sustain";"18";"device, head, body, patient, patient, cap, consistency, crown, crest, crown, trunk, organic, physical, role, structure, structure, support, trunk";"16";"device, head, body, patient, cap, consistency, crown, crest, crown, trunk, organic, physical, role, structure, support, trunk"
"affected role, patient, patient roleexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, bear witness, designate, picture, read, express, show up, present, register, record, demonstrateminify, decreased, lessen, decrease, fall, diminish, reducedenvision, figure, flesh, soma, frame, number, fancy, shape, design, work out, count on, visualize, calculate, pattern, physique, forecast, visualise, fig, human body, image, build, physical body, picture, digit, form, reckon, anatomy, chassis, estimate, public figure, cypher, compute, name, material body, see, figure of speech, project, cipher, enter, bod, tropemeasuring, mensuration, measure, measurementexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, bear witness, designate, picture, read, express, show up, present, register, appearance, record, demonstrate, displaybulk, volume, intensity, book, mass, loudness";"51";"human, book, mass, name, number, pattern, affected, digit, appearance, fall, shape, material, body, body, body, build, patient, patient, form, count, volume, design, image, digit, work, estimate, evidence, evidence, fall, fig, record, record, frame, intensity, mass, picture, picture, picture, physical, point, point, present, present, project, public, volume, read, read, role, see, speech";"41";"human, book, mass, name, number, pattern, affected, digit, appearance, fall, shape, material, body, build, patient, form, count, volume, design, image, digit, work, estimate, evidence, fall, fig, record, frame, intensity, mass, picture, physical, point, present, project, public, volume, read, role, see, speech"
"mutant, variation, chromosomal mutation, sport, genetic mutation, mutationoftentimes, frequently, often, oft, ofttimeskeep company, attended, accompany, go with, accompanied, come with, company, companion, attach to, follow, play alongalso, as well, too, besides, likewiseamyloid, amyloidal, starchlike, farinaceous, amylaceous";"14";"as, sport, company, company, follow, frequently, genetic, mutant, often, variation, to, well, with, with";"12";"as, sport, company, follow, frequently, genetic, mutant, often, variation, to, well, with"
"saying, look, verbal expression, reflexion, facial expression, face, grammatical construction, construction, formulation, verbalism, aspect, manifestation, formula, locution, expression, reflectioncentral, fundamental, exchange, primal, cardinal, key, telephone exchangedevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growingenvision, figure, flesh, soma, frame, number, fancy, shape, design, work out, count on, visualize, calculate, pattern, physique, forecast, visualise, fig, human body, image, build, physical body, picture, digit, form, reckon, anatomy, chassis, estimate, public figure, cypher, compute, name, material body, see, figure of speech, project, cipher, enter, bod, tropecistron, gene, factor";"40";"gene, human, maturation, name, number, pattern, factor, digit, aspect, shape, material, body, body, body, build, form, face, count, design, telephone, image, digit, work, estimate, evolution, expression, expression, expression, fig, frame, growth, key, picture, physical, project, public, see, speech, verbal, growth";"36";"gene, human, maturation, name, number, pattern, factor, digit, aspect, shape, material, body, build, form, face, count, design, telephone, image, digit, work, estimate, evolution, expression, fig, frame, growth, key, picture, physical, project, public, see, speech, verbal, growth"
"nerve cell, neuronstreak, bars, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, parallel bars, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockcorticalproteolysistauapoptosis, programmed cell death, caspase-mediated cell deathapoptosis, programmed cell death, caspase-mediated cell death";"43";"death, death, death, cell, cell, cell, cell, cell, automatic, block, block, block, block, block, block, block, block, caspase, caspase, cell, cell, cell, cell, cell, community, nerve, legal, legal, off, stop, cell, cell, cell, cell, cell, programmed cell death, programmed cell death, cell death, cell death, cell death, death, death, death";"18";"death, cell, automatic, block, block, block, block, caspase, cell, community, nerve, legal, off, stop, cell, programmed cell death, cell death, death"
"portal site, vena portae, portal vein, portal, hepatic portal veinpoint of reference, acknowledgment, reference, mention, reference book, citation, character, reference work, source, credit, book of facts, consultation, extension, address, denotation, reference point, computer address, cite, character reference, quotationgrown, pornographic, full-grown, big, adult, grownup, fully grownartery, arteria, arterial blood vesselbiopsyjoan crawford, crawford, thomas crawford";"33";"book, book, address, address, address, address, adult, character, character, vein, arterial blood, blood, reference, reference, reference, reference, reference, reference, citation, computer, consultation, source, work, full, hepatic, point, portal, portal, portal, portal, portal vein, site, reference point";"21";"book, address, address, adult, character, vein, arterial blood, blood, reference, citation, computer, consultation, source, work, full, hepatic, point, portal, portal vein, site, reference point"
"sulcustemporal, temporal role, secular, worldlyrealm, region, part, neighborhood, areasuperordinate, superior, ranking, lake superior, higher-up, higher-ranking, master, superscript, victorcamber, bank building, depository financial institution, coin bank, rely, banking company, cant, swear, money box, sir joseph banks, savings bank, banks, banking concern, trust, bank, depositglance over, scan, run down, read, rake, skim, cat scanon, alongangle, weight, tip, fish, lean, slant, tiltcamber, bank building, depository financial institution, rely, banking company, cant, swear, money box, coin bank, savings bank, banking concern, trust, bank, deposit";"45";"deposit, fish, part, bank, bank, bank, bank, bank, bank, bank, bank, weight, scan, box, box, building, building, cat, company, company, region, concern, concern, cant, cant, financial, financial, fish, institution, institution, lake superior, money, money, neighborhood, over, read, role, run, superior, superior, superscript, temporal, tip, trust, trust";"28";"deposit, fish, part, bank, weight, scan, box, building, cat, company, region, concern, cant, financial, fish, institution, lake superior, money, neighborhood, over, read, role, run, superior, superscript, temporal, tip, trust"
"old, honest-to-god, erstwhile, older, sr., elderly, onetime, elder, sometime, one-time, sure-enough, honest-to-goodness, senior, aged, quondam, former, previousgrownup, adultcorpus, principal sum, principalsmuggled, lightlessness, pitch-black, fateful, black-market, opprobrious, calamitous, bootleg, blackened, fatal, melanize, black, contraband, inglorious, negroid, total darkness, disgraceful, smutty, black person, blacken, negro, dark, disastrous, ignominious, shameful, pitch-dark, grim, bleak, shirley temple black, dim, shirley temple, melanise, blackamoor, inkiness, sinister, nigrify, blackness, joseph black, pitch blackness, mordantcrazy, unhinged, brainsick, demented, disturbed, mad, sick, unbalancedanisotropystreak, bars, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, parallel bars, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, block";"42";"person, automatic, time, black, black, black, black, black, black, block, block, block, block, block, block, block, block, block, block, block, block, community, elderly, fatal, legal, legal, off, old, one, pitch, pitch, pitch, principal, senior, pitch, pitch, pitch, stop, sum, to, to, total";"23";"person, automatic, time, black, block, block, block, block, community, elderly, fatal, legal, off, old, one, pitch, principal, senior, pitch, stop, sum, to, total"
"peptideunnatural, abnormalaging, senescence, ageing, age, senescent, maturate, mature, get on, ripening, senescego, become, suit, turn, gethead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindcellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclechaperon, chaperoneagglomerative, agglomerated, bunch up, bundle, agglomerate, cluster, clustered, constellate, flock, clump, bunch";"24";"brain, ability, age, senescence, cell, cell, cell, cell, capacity, cell, cell, cell, cell, cluster, telephone, learning, mobile, cell, cell, cell, cell, learning, ripening, senescence";"15";"brain, ability, age, senescence, cell, capacity, cell, cluster, telephone, learning, mobile, cell, learning, ripening, senescence"
"lobecount, affair, thing, topic, matter, weigh, issue, subjectgabardine, edward douglas white jr., patrick white, ashen, stanford white, andrew dickson white, ovalbumin, whiten, blank, bloodless, white river, e. b. white, white person, albumen, whitened, white, caucasian, patrick victor martindale white, lily-white, t. h. white, edward d. white, snowy, white-hot, whiteness, edward white, egg white, livid, tweed, theodore harold white, flannel, blanched, elwyn brooks white, clean, andrew d. whitecorpus, principal sum, principalanisotropyanterior, prior, front toothdemarcation, demarcation line, dividing line, limit, line, contrastcase, good example, deterrent example, lesson, illustration, instance, exemplar, representative, object lesson, model, example, exercise";"56";"person, exercise, model, clean, douglas, egg white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, example, example, example, good, hot, instance, line, line, line, object, model, ovalbumin, principal, prior, issue, sum, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white, white";"20";"person, exercise, model, clean, douglas, egg white, white, example, good, hot, instance, line, object, model, ovalbumin, principal, prior, issue, sum, white"
"five hundred, d, 500streak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockinterest group, sake, stake, interestingness, occupy, involvement, pursuit, interest, matter to, pastime, worry, concernbrass, memorial tablet, plaquerealm, region, part, neighborhood, areaexemplify, represent, play, be, defend, correspond, symbolise, typify, map, present, interpret, make up, act, lay out, constitute, symbolize, stand for, comprise, stage";"31";"group, part, automatic, be, block, block, block, block, block, block, block, block, community, region, stage, five, for, map, interest, involvement, legal, legal, stage, make, neighborhood, off, present, sake, stop, to, worry";"26";"group, part, automatic, be, block, block, block, block, community, region, stage, five, for, map, interest, involvement, legal, stage, make, neighborhood, off, present, sake, stop, to, worry"
